1606077597 0 1 0 0
1606077599 0 2 0 0
1606169533 1 2 0 0
1606929628 2 2 0 0
1606939426 3 2 0 0
1607025901 3 2 0 1
1607122683 3 2 1 1
1607122715 3 2 2 1
1607123261 3 2 3 1
1607180089 4 2 3 1
1607180118 5 2 3 1
1607186128 6 2 3 1
1607186347 7 2 3 1
1607186932 8 2 3 1
1607187030 9 2 3 1
1607187091 10 2 3 1
1607189535 11 2 3 1
1607189699 12 2 3 1
1607189877 12 2 4 1
1607189898 12 2 5 1
1607191331 12 2 6 1
1607191373 12 2 7 1
1607191418 12 2 8 1
1607191819 12 2 9 1
1607192630 12 2 10 1
1607192638 12 2 11 1
1607192906 13 2 11 1
1607193494 14 2 11 1
1607194652 14 2 12 1
1607195758 15 2 12 1
1607195768 16 2 12 2
1607197391 16 3 12 2
1607197397 16 4 12 2
1607198425 16 5 12 2
1607198457 17 5 12 2
1607198477 18 5 12 2
1607198572 19 5 12 2
1607199787 19 5 12 3
1607208080 19 5 13 3
1607217440 19 5 14 3
1607260270 19 5 14 4
1607267489 19 6 14 4
1607269927 19 7 14 4
1607273895 19 8 14 4
1607278728 19 9 14 4
1607281781 20 9 14 4
1607281938 21 9 14 4
1607283515 22 9 14 4
1607289221 23 9 14 4
1607290910 24 9 14 4
1607291455 24 9 15 4
1607291988 24 9 16 4
1607293135 24 9 17 4
1607294736 24 10 17 4
1607294745 24 11 17 4
1607296528 24 12 17 4
1607302199 24 13 17 4
1607309017 24 13 18 4
1607340631 24 14 18 4
1607342900 24 15 18 4
1607348427 24 15 19 4
1607348962 24 15 20 4
1607349790 24 15 21 4
1607350182 24 16 21 4
1607350360 24 17 21 4
1607351110 24 17 22 4
1607351118 24 17 23 4
1607351885 24 18 23 4
1607351925 24 19 23 4
1607354271 25 19 23 4
1607354280 26 19 23 4
1607363198 26 19 23 5
1607363371 26 19 24 5
1607363657 26 19 25 5
1607365563 26 20 25 5
1607366157 26 20 26 5
1607366237 27 20 26 5
1607366260 27 21 26 5
1607366315 28 21 26 5
1607368682 28 22 26 5
1607369926 28 23 26 5
1607371149 28 24 26 5
1607372287 28 24 26 6
1607372383 28 24 26 7
1607375239 28 25 26 7
1607375271 28 26 26 7
1607377169 28 26 26 8
1607377581 28 26 26 9
1607378099 28 26 26 10
1607379245 29 26 26 10
1607379330 30 26 26 10
1607379547 31 26 26 10
1607380043 31 27 26 10
1607380152 31 28 26 10
1607381761 32 28 26 10
1607381771 33 28 26 10
1607382851 33 29 26 10
1607383181 33 29 26 11
1607383551 33 29 26 12
1607385395 33 29 26 13
1607415182 33 29 26 14
1607434712 33 30 26 14
