1606077597 0 403 0 0
1606077599 0 38032 0 0
1606169533 1203 38032 0 0
1606929628 1347 38032 0 0
1606939426 17996 38032 0 0
1607025901 17996 38032 0 66417
1607122683 17996 38032 24 66417
1607122715 17996 38032 54 66417
1607123261 17996 38032 84 66417
1607180089 18296 38032 84 66417
1607180118 18296 38032 84 66417
1607186128 84845 38032 84 66417
1607186347 84845 38032 84 66417
1607186932 84852 38032 84 66417
1607187030 85161 38032 84 66417
1607187091 85161 38032 84 66417
1607189535 85332 38032 84 66417
1607189699 85349 38032 84 66417
1607189877 85349 38032 168 66417
1607189898 85349 38032 168 66417
1607191331 85349 38032 208 66417
1607191373 85349 38032 243 66417
1607191418 85349 38032 288 66417
1607191819 85349 38032 334 66417
1607192630 85349 38032 557 66417
1607192638 85349 38032 557 66417
1607192906 85355 38032 557 66417
1607193494 85355 38032 557 66417
1607194652 85355 38032 666 66417
1607195758 85363 38032 666 66417
1607195768 85363 38032 666 66537
1607197391 85363 38066 666 66537
1607197397 85363 38066 666 66537
1607198425 85363 38067 666 66537
1607198457 85363 38067 666 66537
1607198477 85369 38067 666 66537
1607198572 85369 38067 666 66537
1607199787 85369 38067 666 66686
1607208080 85369 38067 697 66686
1607217440 85369 38067 733 66686
1607260270 85369 38067 733 66922
1607267489 85369 38354 733 66922
1607269927 85369 38385 733 66922
1607273895 85369 38457 733 66922
1607278728 85369 38482 733 66922
1607281781 85986 38482 733 66922
1607281938 85986 38482 733 66922
1607283515 85993 38482 733 66922
1607289221 86372 38482 733 66922
1607290910 86564 38482 733 66922
1607291455 86564 38482 816 66922
1607291988 86564 38482 816 66922
1607293135 86564 38482 819 66922
1607294736 86564 60127 819 66922
1607294745 86564 60127 819 66922
1607296528 86564 60201 819 66922
1607302199 86564 60299 819 66922
1607309017 86564 60299 1029 66922
1607340631 86564 60402 1029 66922
1607342900 86564 60498 1029 66922
1607348427 86564 60498 1066 66922
1607348962 86564 60498 1066 66922
1607349790 86564 60498 1079 66922
1607350182 86564 60569 1079 66922
1607350360 86564 60613 1079 66922
1607351110 86564 60613 1256 66922
1607351118 86564 60613 1256 66922
1607351885 86564 60614 1256 66922
1607351925 86564 60614 1256 66922
1607354271 86594 60614 1256 66922
1607354280 86594 60614 1256 66922
1607363198 86594 60614 1256 67060
1607363371 86594 60614 1439 67060
1607363657 86594 60614 1439 67060
1607365563 86594 60681 1439 67060
1607366157 86594 60681 1441 67060
1607366237 86880 60681 1441 67060
1607366260 86880 60722 1441 67060
1607366315 86880 60722 1441 67060
1607368682 86880 60722 1441 67060
1607369926 86880 60761 1441 67060
1607371149 86880 60807 1441 67060
1607372287 86880 60807 1441 71630
1607372383 86880 60807 1441 71630
1607375239 86880 60997 1441 71630
1607375271 86880 60997 1441 71630
1607377169 86880 60997 1441 71663
1607377581 86880 60997 1441 71757
1607378099 86880 60997 1441 71829
1607379245 87488 60997 1441 71829
1607379330 87488 60997 1441 71829
1607379547 87493 60997 1441 71829
1607380043 87493 61205 1441 71829
1607380152 87493 61205 1441 71829
1607381761 87494 61205 1441 71829
1607381771 87494 61205 1441 71829
1607382851 87494 61251 1441 71829
1607383181 87494 61251 1441 71841
1607383551 87494 61251 1441 71841
1607385395 87494 61251 1441 71866
1607415182 87494 61251 1441 74907
1607434712 87494 61252 1441 74907
